PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
223704648,20055379,0,2020-03-20T10:58:00,"700 Block Excelsior St Pittsburgh, PA 15210",Y,Allentown,3,99,9093 Indirect Criminal Contempt,1803,3,5,-79.995806324577,40.422758263654
-3420001115,20055883,6,2020-03-21T02:10:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1408,5,3,-79.9231547045145,40.4379249093786
-3394033062,20067712,99,2020-04-09T11:24:00,"2400 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1408,5,3,-79.9154314556046,40.432456983349
-3262002523,20069199,26,2020-04-11T23:36:00,"700 Block Springfield St Pittsburgh, PA 15220",N,Ridgemont,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts / 2709(a)(2) Harassment by Following Person in Public Place(s),2016,2,5,-80.0376340321007,40.4286725748503
224614361,20069372,27,2020-04-12T10:00:00,"Hodge St & Bates St Pittsburgh, PA 15213",N,South Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,409,3,3,-79.9587037313013,40.43171410765
224617419,20069481,6,2020-04-12T14:09:00,"800 Block Peralta St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT FROM AUTO,3934 Theft from Vehicle,2304,1,1,-79.9971872310427,40.4553640196457
223651628,20054747,0,2020-03-17T17:29:00,"1500 Block Evanston St Pittsburgh, PA 15204",N,Windgap,6,99,9093 Indirect Criminal Contempt,2807,2,5,-80.0708485907339,40.4524052939893
223687299,20055250,10,2020-03-20T04:20:00,"800 Block Fisher St Pittsburgh, PA 15210",Y,St. Clair,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment. / 9093 Indirect Criminal Contempt,1606,3,3,-79.9754513724811,40.4111986008109
223760747,20056757,26,2020-03-15T12:00:00,"1100 Block Grandview Ave Pittsburgh, PA 15219",N,Mount Washington,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1903,2,5,-80.0176409904603,40.4374828678066
223760877,20056730,0,2020-03-22T15:53:00,"7100 Block Mt Vernon St Pittsburgh, PA 15208",Y,Homewood North,5,99,9093 Indirect Criminal Contempt,1302,9,2,-79.8974193659496,40.4618616016294
223526956,20053792,10,2020-03-17T20:07:00,"1500 Block Shire Pl Pittsburgh, PA 15226",N,Brookline,6,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1918,,,0,0
223682126,20055214,4,2020-03-20T02:18:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,AGG-ASSAULT,2702 Aggravated Assault. / 4914 False Identification to Law Enforcement Authorities,509,6,3,-79.9742739984904,40.4496143418734
223581017,20053871,0,2020-03-17T20:07:00,"1500 Block Shire Pl Pittsburgh, PA 15226",Y,Brookline,6,99,627.02(b)(i) Possessing a small amount of marijuana,1918,,,0,0
223611596,20053450,6,2020-03-15T19:00:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2206,,,-79.8427960425285,40.4125315408834
223980354,20058951,0,2020-03-26T01:57:00,"700 Block Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,99,9093 Indirect Criminal Contempt,3001,3,5,-79.9906009292209,40.4098987771292
223980364,20058944,27,2020-03-26T01:26:00,"700 Block Chautauqua Ct Pittsburgh, PA 15214",N,Perry South,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department,2614,6,1,-80.0178753887038,40.4639386531509
223981560,20058959,10,2020-03-26T02:00:00,"2800 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,SIMPLE ASSAULT,2701 Simple Assault.,509,6,3,-79.9694237641349,40.4520111564206
223982532,20059051,14,2020-03-26T05:59:00,"3100 Block Smallman St Pittsburgh, PA 15201",N,Strip District,2,CRIM MISCHIEF,3304 Criminal Mischief.,203,7,6,-79.972138677509,40.4605261826764
223986727,20059043,10,2020-03-26T05:23:00,"600 Block Lorenz Ave Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2020,2,5,-80.0385026174147,40.4456149976212
223601317,20054390,99,2020-03-18T18:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
223821191,20057314,10,2020-03-23T00:01:00,"3100 Block Sorento St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HARRASSMENT,2709 Harassment (Non-Specific),2715,1,1,-80.0287062228227,40.4744974973372
223821360,20057331,0,2020-03-23T11:30:00,"2000 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9775329065649,40.4380106868591
223825096,20057348,6,2020-03-23T00:01:00,"200 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,,,0,0
223826762,20057368,14,2020-03-22T22:30:00,"100 Block Stewart Ave Pittsburgh, PA 15227",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2904,4,3,-79.979466107848,40.3824895484088
223828526,20057379,6,2020-03-23T13:35:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,509,6,3,-79.9728325359297,40.4504453708583
223833792,20057452,6,2020-03-23T00:01:00,"3400 Block Horne St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,2022,,,0,0
223836595,20057537,27,2020-03-23T21:15:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,305,6,3,-79.9807130501689,40.4390819552508
224014208,20059224,99,2020-03-26T13:35:00,"Smithfield St & 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-79.9986492578242,40.4400935862419
224026398,20059302,27,2020-03-26T15:00:00,"7200 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,,,0,0
224026449,20059333,27,2020-03-26T16:10:00,"Perrysville Ave & Ivory Ave Pittsburgh, PA 15214",N,Perry North,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2602,,,-80.0202671842795,40.4982615179257
224026955,20059368,0,2020-03-26T00:01:00,"3200 Block Joe Hammer Sq Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident): ,409,3,3,-79.9618413543841,40.4346436405558
224028378,20059398,14,2020-03-26T16:00:00,"300 Block Service Way Pittsburgh, PA 15201",N,Central Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,902,7,2,-79.9564514945069,40.4695901488291
224030258,20059413,6,2020-03-26T06:50:00,"3200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,2,5,-80.0503523924791,40.4615107539974
224038176,20059546,10,2020-03-26T21:00:00,"3400 Block Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT,2709 Harassment (Non-Specific),2703,1,1,-80.0364148695537,40.4775502949161
224038603,20059561,27,2020-03-26T20:10:00,"Oakland Ave & Dawson St Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,406,3,3,-79.9521466797266,40.4377661793732
224039810,20059551,14,2020-03-26T18:00:00,"2100 Block Lappe Ln Pittsburgh, PA 15212",N,Spring Hill-City View,1,CRIM MISCHIEF,3304 Criminal Mischief.,2620,1,1,-79.9956094629462,40.4666035324092
223438446,20053192,27,2020-03-16T20:40:00,"Wood Tunl & Fort Pitt Blvd Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.0026377568943,40.4373907760175
224155811,20061804,6,2020-03-30T14:58:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.0009078039902,40.4508935599436
224156591,20061797,99,2020-03-30T14:35:00,"70 Block Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,AIDED CASE,9497 Aided Case,1807,2,5,-80.005272247834,40.4244499394017
224165325,20061891,0,2020-03-30T19:52:00,"5400 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9993 PFA Service with Weapons Supplement,1515,5,3,-79.9419544748119,40.4025863966787
224215729,20062411,0,2020-03-31T19:26:00,"6600 Block Lyric St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9992 Governor's Order Violation,1203,9,2,-79.9051454512724,40.4645034389168
224273050,20063004,0,2020-04-01T15:48:00,"Wightman St & Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.9275642938434,40.4326154395509
224485330,20066960,0,2020-04-08T01:20:00,"2300 Block Glenarm Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): Storm Damage to Home,1919,4,5,-80.0156741461302,40.3964970047052
224487681,20066999,6,2020-04-08T08:15:00,"4000 Block Grizella St Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle,2602,1,1,-80.0164803934708,40.4917142061487
224489381,20067015,0,2020-04-08T09:00:00,"800 Block Allegheny Ave Pittsburgh, PA 15233",N,Chateau,1,99,9999 9999 - (Misc. Incident): Suspicious Activity/Possible Scam - DoorDash,2108,1,1,-80.0184036579601,40.4509349301801
224490480,20067028,11,2020-04-08T04:28:00,"4100 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,902,7,2,-79.9610801855943,40.4694108081575
224491647,20067061,6,2020-04-08T10:00:00,"3000 Block Marshall Rd Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,2615,1,1,-80.014950838723,40.4760673983119
224496364,20067142,6,2020-04-07T10:00:00,"1300 Block Schwerner Ct Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1203,,,0,0
224619190,20069527,6,2020-04-12T16:47:00,"1900 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,305,6,3,-79.9809089877974,40.4431918218873
224621426,20069608,6,2020-04-12T18:15:00,"800 Block Maginn St Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2615,6,1,-80.0192594751336,40.4680834952653
223432409,20053198,16,2020-03-16T19:02:00,"Superior Ave & Toner St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,PROSTITUTION,5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of / 907 Possessing Instruments of Crime.,2704,1,1,-80.0325105783176,40.4663581430126
223512627,20053680,6,2020-03-17T17:08:00,"2600 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1609,3,3,-79.9682421893291,40.4272789740558
223524548,20053775,29,2020-03-16T11:00:00,"1400 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,3206,4,5,-80.0078658722601,40.3924196825359
223714925,20055696,0,2020-03-20T19:17:00,"1200 Block Welser Way Pittsburgh, PA 15212",N,Spring Garden,1,99,9998 Overdose Other,2412,2,5,-80.0684616154028,40.4506163626817
223756363,20054430,10,2020-03-22T12:00:00,"300 Block Ladson St Pittsburgh, PA 15206",Y,Larimer,5,SIMPLE ASSAULT,2701 Simple Assault.,1204,,,0,0
223762788,20056814,0,2020-03-22T18:25:00,"400 Block Emahlea St Pittsburgh, PA 15207",N,Hazelwood,4,99,9998 Overdose Other,1501,5,3,-79.940226048886,40.4174061700918
223516662,20053766,99,2020-03-17T19:20:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.0165685056208,40.4568744092444
224014238,20059189,99,2020-03-26T12:47:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,AIDED CASE,9497 Aided Case,809,7,2,-79.9498576275047,40.4620780855382
224021176,20059262,0,2020-03-26T14:46:00,"20 Block Waldorf St Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): Runaway Juvenile,2602,1,1,-80.0155303476788,40.4910452564733
224026674,20059296,10,2020-03-26T16:00:00,"6th Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2706 Terroristic Threats. / 2701 Simple Assault.,201,6,6,-79.9977344808488,40.4414644213446
-3394033014,20059472,0,2020-03-26T19:30:00,"400 Block Kaercher St Pittsburgh, PA 15207",Y,Greenfield,4,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1516,5,3,-79.9454227572921,40.4236032174311
223962703,20058622,6,2020-03-24T17:30:00,"7100 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle,1302,9,2,-79.897505025281,40.4607187563883
223969297,20058733,10,2020-03-25T18:30:00,"1300 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1918,4,5,-80.0108497138438,40.3922704647233
223970033,20058738,0,2020-03-25T10:00:00,"100 Block N Dallas Ave Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): Possible Car Break-In,1405,9,3,-79.9081668236487,40.451513867054
224033317,20059436,99,2020-03-26T18:41:00,"400 Block Enright Ct Pittsburgh, PA 15206",N,East Liberty,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1115,9,2,-79.9165703561378,40.4609408109421
224204987,20062361,99,2020-03-31T14:14:00,"200 Block Ella St Pittsburgh, PA 15224",Y,Bloomfield,5,AIDED CASE,9497 Aided Case,903,7,2,-79.9506130516422,40.4645856439676
223631157,20054622,5,2020-03-19T07:25:00,"500 Block Chautauqua St Pittsburgh, PA 15214",N,Perry South,1,BURGLARY,3502 Burglary.,2614,6,1,-80.0152187444409,40.4652049157821
223757164,20056619,14,2020-03-22T10:46:00,"100 Block Rhine Pl Pittsburgh, PA 15212",Y,Spring Hill-City View,OSC,CRIM MISCHIEF,3304 Criminal Mischief. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,7799,1,1,-79.992041845149,40.4653596489546
223757514,20056587,99,2020-03-22T10:20:00,"1600 Block Sedgwick St Pittsburgh, PA 15233",Y,Manchester,1,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2107,6,1,-80.0230399663579,40.4566366231162
223942312,20058500,0,2020-03-25T11:55:00,"100 Block Joslyn Dr Pittsburgh, PA 15235",N,Outside City,OSC,99,9993 PFA Service with Weapons Supplement,5599,,,0,0
224141295,20061264,6,2020-03-29T14:28:00,"1300 Block Beechview Ave Pittsburgh, PA 15216",Y,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1916,4,5,-80.0253025123728,40.4162005684387
223813159,20057181,99,2020-03-23T09:55:00,"900 Block Itin St Pittsburgh, PA 15212",N,East Allegheny,1,AIDED CASE,9497 Aided Case,2304,1,1,-79.9954930470479,40.4581362254477
223832703,20057435,99,2020-03-23T18:00:00,"100 Block Sandusky St S Pittsburgh, PA 15212",N,North Shore,1,FOUND PROPERTY,9489 Found Property,2205,1,6,-80.0018906795226,40.4483554483548
223836745,20057505,99,2020-03-23T20:52:00,"2800 Block Ardsley Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1918,4,5,-80.0245598404186,40.3912555277787
223842954,20057712,99,2020-03-24T04:14:00,"1500 Block Hubbard St Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2703,1,1,-80.0373045830111,40.4782737043045
223845542,20057760,6,2020-03-24T06:25:00,"400 Block Bausman St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,3,5,-79.9956651914049,40.414215554063
223854198,20057805,14,2020-03-23T15:06:00,"1200 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,CRIM MISCHIEF,3304 Criminal Mischief.,103,,,0,0
223855459,20057806,99,2020-03-24T09:20:00,"7500 Block Bennett St Pittsburgh, PA 15208",N,Homewood South,5,LOST PROPERTY,9504 Lost Property,1304,9,2,-79.8922074155482,40.4552838255438
223857749,20057834,0,2020-03-19T16:00:00,"5300 Block Columbo St Pittsburgh, PA 15224",N,Garfield,5,99,9999 9999 - (Misc. Incident): Non-Reportable Accident,1016,9,2,-79.9379056119921,40.4691881546122
223859223,20057848,6,2020-03-24T08:00:00,"4600 Block Juniper St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,802,7,2,-79.9533942144187,40.4595813956959
223865135,20057916,14,2020-03-24T11:45:00,"2800 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1414,,,0,0
223874926,20057949,6,2020-03-24T10:30:00,"2600 Block Tunnel Blvd Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1609,,,0,0
223969709,20058721,0,2020-03-25T18:23:00,"Beechwood Blvd & Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1408,5,3,-79.9151291060371,40.4326315171224
224029729,20059374,14,2020-03-26T16:20:00,"1500 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,CRIM MISCHIEF,3304 Criminal Mischief.,2406,1,1,-79.9850564269765,40.4615845286472
224032183,20005941,14,2020-03-26T18:00:00,"2100 Block Lappe Ln Pittsburgh, PA 15212",N,Spring Hill-City View,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2620,1,1,-79.9956094629462,40.4666035324092
224033269,20059417,18,2020-03-26T18:14:00,"1700 Block Saw Mill Run Blvd Pittsburgh, PA 15210",Y,Carrick,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant,2901,4,5,-79.9984687460752,40.3960548362575
224046304,20059732,0,2020-03-27T04:44:00,"One Wild Pl & Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): Destruction of wounded deer,1106,,,0,0
224046318,20059611,27,2020-03-27T00:03:00,"7000 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.9021898717394,40.4557013748821
224086434,20060014,10,2020-03-27T16:44:00,"Suismon St & Moravian Way Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2304,1,1,-80.0016620215757,40.4549862757452
224088193,20060243,6,2020-03-27T21:20:00,"4100 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,903,,,0,0
224088321,20060215,99,2020-03-27T22:14:00,"700 Block Moravian Way Pittsburgh, PA 15212",N,East Allegheny,1,ACCIDENTAL FIRE,9018 Accidental Fire,2304,,,0,0
224088726,20059760,0,2020-03-27T06:46:00,"Stanton Ave & N Negley Ave Pittsburgh, PA 15206",N,Highland Park,5,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident / 3746 Immediate Notice of Accident to Police Department / 3742 Accidents Involving Death or Personal Injury / 3744 Duty to Give Information and Render Aid,1102,9,2,-79.9262808275083,40.4715301124143
224090566,20060382,10,2020-03-28T05:53:00,"1100 Block Stanhope St Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2022,2,5,-80.0640600103736,40.4566230678905
224094632,20060518,0,2020-03-28T13:14:00,"900 Block Industry St Pittsburgh, PA 15210",N,Allentown,3,99,9998 Overdose Other,1803,3,5,-79.9917348042979,40.4208469226971
224095464,20060551,26,2020-03-28T14:35:00,"Homeless Pittsburgh, PA 15222",N,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,,,0,0
224101251,20060637,0,2020-03-28T17:15:00,"5400 Block Darlington Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): Act of God-Lightning,1413,5,3,-79.9332061385613,40.4354054256175
223962284,20058600,0,2020-03-25T16:05:00,"200 Block Capital Ave Pittsburgh, PA 15226",N,Brookline,6,99,9093 Indirect Criminal Contempt,1917,4,5,-80.0175301575285,40.4033646556047
224241080,20062891,99,2020-04-01T11:51:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,6,1,-80.0219684615574,40.4512177173984
224421722,20065987,10,2020-04-06T14:59:00,"1400 Block Beaver Ave Pittsburgh, PA 15233",N,Chateau,1,HARRASSMENT,2709 Harassment (Non-Specific),2108,,,0,0
224626358,20069706,99,2020-04-12T23:45:00,"100 Block Mayflower St Pittsburgh, PA 15206",N,Larimer,5,AIDED CASE,9497 Aided Case,1208,,,0,0
224033311,20046300,14,2020-03-26T16:05:00,"Itin St & Goehring St Pittsburgh, PA 15212",N,East Allegheny,1,CRIM MISCHIEF,3304 Criminal Mischief.,2304,1,1,-79.9931896009013,40.4612310633272
224063938,20059823,10,2020-03-26T08:00:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,INTIMIDATION  WITNESS/VICTIMS,4952 Intimidation of Witnesses or Victims,2620,1,1,-79.9936801964597,40.4666247323612
